GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",13999206,14238092,14746792,15383587,16023161,17052740,17008395,16531402,15982443,16050481,16179830,16193973,16260497,16314266,16784423,17106631,17431830,17968560
37900,"Peoria, IL (Metropolitan Statistical Area)",17304770,17174131,17464307,18103069,18989789,20533844,21547957,21832548,21213428,22787199,25395488,27865761,25118508,25244746,23781552,22570107,22012933,22889895
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",307062082,309221687,322567289,336305565,339916979,341925858,354301383,361766471,349616444,355280273,357727769,364699327,367021946,373817056,383559415,389389098,388791070,398674377
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",149689256,155047546,165718572,174406477,189508257,199735946,203718429,197547195,180129541,181027408,186397519,192799880,194105313,197939483,204031462,210882969,217895725,227741337
38220,"Pine Bluff, AR (Metropolitan Statistical Area)",3592610,3576673,3714915,3866315,3816922,3880048,3698273,3734256,3623420,3716342,3682005,3718799,3757455,3533604,3340322,3369323,3344188,3345604
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",105760667,107132752,109466268,111662350,112559833,112277763,114705673,117350552,115339527,120154459,123385963,125717789,126976182,129645804,132482240,132029512,134322913,138410497
38340,"Pittsfield, MA (Metropolitan Statistical Area)",5600630,5787231,5717819,5865274,6030676,6154004,6085553,6107501,5956969,5999044,6043630,6189410,6293268,6459109,6539113,6577320,6563795,6659360
38540,"Pocatello, ID (Metropolitan Statistical Area)",2711299,2578755,2596652,2759296,2927293,3024638,3056172,3129321,2987761,2953888,2954145,2953196,2944510,2905532,2965693,2981286,3072557,3163717
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",22660532,22936469,23839000,24874527,24929410,24931774,24839265,25028120,24746958,25104612,24997150,25075443,24823460,25512583,25862800,26580511,27521358,28249782
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",87298534,88259223,93668876,99456190,103919170,108980379,111778362,116368532,110861172,113249723,117456377,119281905,120374557,124973006,131593194,137990856,143680585,150033141
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",10550658,11075798,11442971,12599454,13927471,14935776,15109142,14293088,13615319,13516782,13235831,13416704,13531712,13577727,14159910,14428507,14844261,15258742
39100,"Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",21288726,21593975,22789813,23558104,24084765,24438334,24648807,25537936,25703875,26255212,26033933,26349296,26329366,26261379,26769741,27028417,27492574,27992552
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",4414231,4640690,4965605,5332054,5900211,6334353,6405371,6208612,5725160,5547655,5405878,5400875,5504087,5713227,5837276,6038037,6263132,6481866
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",65492337,67580546,69763137,71921948,72603594,74861181,73134669,72085621,70830244,72665966,72820249,73218239,73711396,74282595,75956484,75882611,76611155,77516675
39340,"Provo-Orem, UT (Metropolitan Statistical Area)",11084613,11264480,11662117,12397754,13324717,14665698,15901179,15985915,16125457,16573753,17044159,17386433,18087372,19049872,20564945,22006649,23037069,24664624
39380,"Pueblo, CO (Metropolitan Statistical Area)",4427944,4512378,4627184,4868248,4575924,4861344,4897264,5184709,5151007,5274674,5441708,5589514,5495976,5450844,5633254,5793524,5936817,6084945
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",3350916,3517668,3653874,3854153,4253939,4537629,4411296,4196082,3963288,3894681,3877608,3902969,3992883,4038099,4252418,4409773,4518513,4670656
39540,"Racine, WI (Metropolitan Statistical Area)",7921091,7937627,8135289,8446218,8400492,8723928,8471704,8203374,7890081,8280083,8131346,8049836,7906278,7992639,7958049,8059225,8206941,8450197
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",42002605,43159131,44350851,46438326,49052909,51668985,53510987,54747975,52209061,55357585,55769353,57452356,60024066,62980554,66868388,69655443,71856766,76127645
39660,"Rapid City, SD (Metropolitan Statistical Area)",4295534,4860062,4901144,4733953,4876417,4696389,4804744,4924964,4832501,4984398,5105703,5201043,5222571,5431515,5587821,5640449,5793802,5848877
39740,"Reading, PA (Metropolitan Statistical Area)",14714290,14930598,15208661,15484503,15799255,16620439,16615628,16485994,15881142,16248607,16524553,16573981,16671111,17300674,18023285,17947700,17911239,18443415
39820,"Redding, CA (Metropolitan Statistical Area)",6068052,6804736,7046587,6990438,6894772,7498449,7333018,6929801,6589113,6778074,6933939,6664456,6731345,6809336,7010541,7289876,7635618,7655080
39900,"Reno, NV (Metropolitan Statistical Area)",19752997,19878198,20553112,22413992,23491710,23756907,23275370,21953289,20500444,21493955,21065542,21365577,20788928,21340923,22948604,23612742,24833406,24441835
40060,"Richmond, VA (Metropolitan Statistical Area) *",63052012,61604945,62422062,62637454,65757868,66599215,66674724,66033815,65263414,66830500,68761852,70293328,71627175,71270760,72812083,72780898,74128689,75517193
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",100588426,106482489,114596732,123920108,132062648,140318460,141763085,136764974,127395643,128214518,131711899,132596838,137290849,142594292,149872535,154105682,159582093,164892302
40220,"Roanoke, VA (Metropolitan Statistical Area) *",13324976,13214585,13340512,13336041,13839902,14557881,14915147,14888177,14489742,14679161,14743910,14720585,14928526,14857947,15167586,14840343,14791179,15119632
40340,"Rochester, MN (Metropolitan Statistical Area)",7814442,8350077,8964082,9384602,9616259,9920630,9984057,10238757,10050592,10627736,10623827,10857154,10963103,11055792,11345812,11808224,12078681,12681156
40380,"Rochester, NY (Metropolitan Statistical Area)",49555595,50155900,50874359,51026703,51166750,52243865,52239611,52806675,53160859,54613702,53901558,54589948,54188542,54626450,55975600,56100682,56587691,56811269
40420,"Rockford, IL (Metropolitan Statistical Area)",12985196,13243329,13370508,13703530,14050983,14872062,15235809,14865845,13779554,13939544,14432520,14515295,14196492,14337200,14182983,14160840,14251552,14788731
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",6005266,5955079,6047543,6088055,6189921,6524943,6515575,6337088,6113847,6259993,6233335,5565253,5430583,7084991,8588730,9168328,9095290,9010568
40660,"Rome, GA (Metropolitan Statistical Area)",4157813,3660203,3688404,3842164,3731462,3836019,3891813,3877504,3794948,3820200,3810935,3695147,3601244,3673431,3689436,3732691,3778121,3787411
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",87352976,90783910,96077215,100252844,105434257,108449597,108679048,107772564,103188300,101326243,102675727,103593991,107514442,111396627,116955760,119613084,124292926,128649231
40980,"Saginaw, MI (Metropolitan Statistical Area)",7702318,7876524,8185245,7960129,7999163,7932479,7741576,7281857,6840694,7314474,7444076,7448099,7536066,7601528,7741964,7929192,7943763,8120484
41060,"St. Cloud, MN (Metropolitan Statistical Area)",7226699,7502179,7621565,7939671,8026939,8248320,8270836,8450521,8238339,8315338,8605110,8387601,8527555,8900516,9013681,9246137,9473689,9522149
41100,"St. George, UT (Metropolitan Statistical Area)",2566772,2696779,2888117,3146075,3505122,3920329,4055332,3871161,3517687,3484777,3514499,3632305,3857208,4038212,4277364,4650364,5116834,5347692
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",4442673,4549919,4604150,4833032,4783705,4938865,5042045,5147136,5127138,5108954,4954663,5244925,5293641,5101150,5059877,4997567,5096338,5108174
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",131949609,133193837,136758174,138778654,140823020,140681137,141907243,145794054,143192798,145227408,145570801,147318294,147468476,147739270,147639705,145890916,147633364,152060042
41420,"Salem, OR (Metropolitan Statistical Area)",11574695,11755561,12106951,12247705,12763449,13912262,13749969,13838551,13220315,13231271,13086398,13039565,13246813,13756423,14686886,15302521,15672140,16156484
41500,"Salinas, CA (Metropolitan Statistical Area)",20838574,22173648,22167796,20092312,20665055,22715449,21800127,21253990,22517123,21857216,20702380,21334753,21753987,22257344,24379259,24879466,25149109,25834713
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",14409769,14088644,14500984,15312503,16345472,17063634,17283065,16960212,16548987,16222567,16000090,16916157,17707143,20896150,22907734,22165520,21898288,22168321
41620,"Salt Lake City, UT (Metropolitan Statistical Area)",50782228,51800263,52519963,55448463,58562523,63072705,66118325,65357140,63049456,64539182,67402150,69191861,70047788,71953312,75134019,77695516,79689409,82431896
41660,"San Angelo, TX (Metropolitan Statistical Area)",4261471,4220073,4137784,4127586,4199086,4390450,4523734,4708235,4904285,5169585,5417286,5991533,6725627,7393350,7512563,7205528,7357518,7555272
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",66452921,68419429,71216769,73766874,76501167,80698360,83474334,84825360,82851655,85678543,89767988,92610410,97731491,104206948,111652985,114034753,115793452,121139794
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",143669032,150292785,158817654,168150774,176992285,180596242,183049151,180820962,172369215,174052646,177867461,180338029,187845995,193675144,200564607,203882502,210693896,219361505
41860,"San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",308197450,303611985,309967374,316325008,330254812,338941927,341336497,354669791,338704183,337823829,339335749,364594793,377737541,400781517,424791715,443866458,472872746,497195398
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",117843014,112861897,119699918,125115423,133382337,142982640,155486663,163689196,160445624,174393890,187433129,194167686,213509528,231295129,254023744,270803531,289710772,318998478
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",10845071,12108449,12459798,12615135,13050808,13701085,13692089,12836385,12536294,13097558,13365179,13717226,14275134,14481207,15388320,15865142,16138584,16536404
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",10889651,10907948,11095657,11001126,11036748,11524722,11488184,11346179,11449201,12268336,12101713,11919564,12344148,12751228,13166978,13370887,13520021,13765700
42140,"Santa Fe, NM (Metropolitan Statistical Area)",5480598,6173790,5640631,5705685,5875491,6068956,6363200,6604902,6098202,6063876,5935316,5885637,5890017,5811363,5835174,5810487,5748226,5825345
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",17970393,18817978,19675733,20508784,21537250,22387140,22828218,22764807,22922931,22583327,22800501,23238831,23808910,24497034,26252102,26107316,26861059,27855958
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",20599198,21552753,21540339,21651148,22082939,22996395,23281550,22766428,21753569,22175649,22635948,22862195,23601425,24612974,25854007,26617535,27421167,28565621
42340,"Savannah, GA (Metropolitan Statistical Area)",12365079,12575077,12868822,13632506,14444365,15408119,15687917,15452029,15184613,15527469,15812890,16219316,16540620,17404048,17673576,18166339,18839697,19444860
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",20381910,20323100,20771158,21213124,21413759,21998541,22574712,23054952,22858583,23391205,23540970,23558219,23774355,24333293,24985729,25212799,25497710,26081343
42660,"Seattle-Tacoma-Bellevue-Everett, WA (Metropolitan Statistical Area)",199825189,200792813,204099948,208030901,222106190,230604857,247546985,251439382,243168153,248903638,256694112,269668824,278883107,290949071,304333821,315094519,332835662,355662749
42680,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3850240,4059092,4305721,4542542,4945116,5179426,5159094,4974531,4624108,4438674,4434111,4501931,4517719,4681105,4864424,5047825,5130162,5346831
42700,"Sebring-Avon Park, FL (Metropolitan Statistical Area)",1879811,2031976,2096265,2220377,2409493,2775806,2718519,2554808,2504489,2426578,2350423,2375241,2337603,2356459,2429784,2526899,2547217,2538660
43100,"Sheboygan, WI (Metropolitan Statistical Area)",5564602,5652992,5766141,6128124,5974426,6076529,6168551,6078822,5725109,5833112,5842675,6030006,6059144,6107703,6204909,6412720,6619831,6700198
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",3065880,3137501,3221040,3424810,3431653,3702791,3708532,3769659,3752035,3833752,4015336,4117695,4180749,4233270,4355290,4370950,4475124,4691343
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",15430906,15628423,16356687,17458033,18572070,19129337,17406006,17536111,20235058,21413817,22683878,21803605,20234391,20417494,21340259,21260224,22104981,22611316
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3368712,3426308,3672167,3788756,4037623,4282368,4529915,4542087,4548902,4683595,4658074,4437565,4275159,4202419,4205478,4315749,4259736,4404134
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",7829269,6923872,6821019,7189858,7423835,7572341,7734987,8151415,7652812,7881926,7545712,7286320,7438510,7316157,7664628,7648039,7495029,7629653
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",9028409,10544827,10530310,12752638,13157358,14255955,14386571,14994704,15126028,14720192,15742576,17007019,16513945,17037852,17575420,17544959,17267303,17273286
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",11646902,11962634,12441076,12757144,12772659,12953339,13041309,12709897,11526436,12272764,12389665,12504835,12574195,12940200,12982285,12974978,13096715,13576257
43900,"Spartanburg, SC (Metropolitan Statistical Area)",9908530,10261626,10742996,11044990,11304263,11903163,11870338,11760002,10718875,11341453,11705348,11496145,11457440,11688699,12110466,12562461,13125872,13481467
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",17432845,17417521,17881437,18480382,19357930,20381856,21330448,21638863,20938127,20899150,20968218,21092422,21425836,21861777,22213180,22736082,23558813,24586426
44100,"Springfield, IL (Metropolitan Statistical Area)",9914968,10078892,9808583,9787486,9743809,10050065,10108289,10033240,10087624,10340728,10384825,10158028,10235053,10335442,10486423,10297499,10377290,10860798
44140,"Springfield, MA (Metropolitan Statistical Area)",26129823,26503897,27007993,27243332,27256123,27441816,27478199,27652969,27020169,27622742,28140073,28504119,28511765,28916391,29638460,29744266,30181745,30643846
44180,"Springfield, MO (Metropolitan Statistical Area)",14004580,14294419,14857422,15535342,16175991,16365823,16471161,16585282,16218957,16149091,15899597,15915167,15848833,16331030,17159278,17326947,17629924,18040656
44220,"Springfield, OH (Metropolitan Statistical Area)",4304702,4366172,4303924,4421134,4417638,4567281,4342619,4269924,4031022,4074170,4201313,4163570,4181501,4249801,4294566,4284040,4352218,4414081
44300,"State College, PA (Metropolitan Statistical Area)",5427583,5577876,5713948,5991992,6330185,6314483,6426968,6614007,6643557,6903491,7122925,7270833,7400759,7479541,7565612,7728852,7926572,7929168
44420,"Staunton, VA (Metropolitan Statistical Area) *",4291228,4073088,3954316,4224171,4448513,4617447,4740348,4725390,4828673,4897494,4707593,4455253,4535003,4568767,4706424,4706466,4842978,4902654
44700,"Stockton, CA (Metropolitan Statistical Area)",20555381,21603869,22636774,23828111,25174856,25481587,25232441,24428248,23784839,23232499,23138708,23479293,24356771,25545900,26817792,26805456,28027041,29257580
44940,"Sumter, SC (Metropolitan Statistical Area)",3623255,3680831,3811007,3894717,3939111,4132985,4178127,4054720,3947493,4049636,4087296,4251114,4284089,4163615,4161742,4168510,4251788,4324516
45060,"Syracuse, NY (Metropolitan Statistical Area)",29345022,29715250,30584467,31236264,31815001,32454526,33074599,32761278,32958345,34004022,33512646,34259975,34479108,35177696,35936306,35832241,36412174,36718553
45220,"Tallahassee, FL (Metropolitan Statistical Area)",13818556,14136914,14379275,14800486,14869003,15491371,15968556,15621846,15224913,15049378,14914393,14960901,14718332,14866978,14982043,15363176,15837439,16287867
45300,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",100341631,104207725,108680168,114746099,121175797,125522259,125964461,122130224,117819162,118486088,118718859,120334797,122399727,124637915,129796986,133617728,137030695,141904761
45460,"Terre Haute, IN (Metropolitan Statistical Area)",6252031,6417174,6713137,6836728,6828926,6979716,7079629,7080698,6779450,7110330,7182754,6993058,7388879,7229180,7161268,7236799,7166368,7141790
45500,"Texarkana, TX-AR (Metropolitan Statistical Area)",4523853,4646537,4671583,4821770,4949787,5213311,5274325,5400290,5276678,5321746,5350856,5331878,5063353,5029652,5116381,5128861,5122467,5180307
45540,"The Villages, FL (Metropolitan Statistical Area)",926203,1010910,1176283,1225597,1421502,1681789,1821454,1783762,1719720,1775497,1884725,1997444,2113808,2132819,2169972,2280124,2397299,2484841
45780,"Toledo, OH (Metropolitan Statistical Area)",31327082,31868737,32114692,32376375,33176925,33578125,33080096,31799591,30513566,31341991,32607851,31774294,32884633,35431105,33936757,33689424,34029973,34845826
45820,"Topeka, KS (Metropolitan Statistical Area)",9211142,9287291,9267606,9374011,9303858,9113570,9503690,9716902,9523075,9511910,9824532,9947394,9788390,9777510,9739210,9881513,9849673,10065715
45940,"Trenton-Princeton, NJ (Metropolitan Statistical Area)",24531517,25329167,25813127,26093323,26436766,26763555,26432604,27359900,26339529,26606523,26732591,28346897,27997660,27654959,27806922,28160390,27815178,28459499
46060,"Tucson, AZ (Metropolitan Statistical Area)",31824593,31616113,33669365,33252558,35309455,36685219,38516783,38402048,35699685,36396420,36211311,36431583,36117263,36221971,36108903,37134412,38636977,40011352
46140,"Tulsa, OK (Metropolitan Statistical Area)",38207115,38076231,37260401,38327875,40447163,44427669,44269947,45586435,43221650,42694048,45219006,47466026,48319589,51893053,53477273,50123981,51847954,53448340
46220,"Tuscaloosa, AL (Metropolitan Statistical Area)",8269166,8692156,9046049,9627547,10142765,10265630,10734531,10317916,9548273,9851423,10783359,10319583,10404655,9864373,9540091,9447548,9678717,9952170
46300,"Twin Falls, ID (Metropolitan Statistical Area)",2982475,3034084,3057235,3214169,3394510,3614779,3811881,3768921,3381853,3602691,3576004,3732801,3880094,4081165,4243981,4419721,4493510,4671994
46340,"Tyler, TX (Metropolitan Statistical Area)",7287664,7352413,7505784,8358498,8734504,9291210,9305579,9248711,9032492,9296927,9361275,9569410,9604603,9746323,9799342,9796738,9904909,10179462
46520,"Urban Honolulu, HI (Metropolitan Statistical Area)",43024704,44277809,46183519,48973208,51099307,52006083,52602559,53607046,52467108,53789213,54468559,55365812,55933821,55980180,57640119,58642584,59924134,61095819
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",9921988,10115208,10269669,10387346,10507933,11177033,11316194,11286709,11381876,11710696,11647688,11766160,11569985,11573596,11480089,11604246,11789161,11892236
46660,"Valdosta, GA (Metropolitan Statistical Area)",4008364,4144928,4307647,4336051,4490905,4617046,4659355,4756380,4699460,4741080,4690642,4698454,4700389,4691860,4737137,4822889,4940605,5054748
46700,"Vallejo, CA (Metropolitan Statistical Area)",14661173,15046169,16287826,16612820,17404693,17684975,17899555,19069805,18277074,18387013,17671852,19232849,20296438,20739923,21145851,22142123,22841474,23303994
47020,"Victoria, TX (Metropolitan Statistical Area)",4297130,4249914,4343456,4701233,4935365,5181767,4942212,4788587,4418090,4481091,4596506,4932317,5151119,5372201,5119391,4817564,4854105,5069679
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",5375211,5465767,5772190,5985292,6101340,6206974,6095673,6171788,6023307,5954839,5854480,5900991,5910921,5884451,6012536,6126043,5954454,6051881
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",75313792,76462973,80183007,84365508,88020260,88656736,89162709,88681114,87931190,88030767,87036863,86109638,86595118,85850642,87340416,86844650,87801252,89775562
47300,"Visalia, CA (Metropolitan Statistical Area)",11328614,10667495,11359893,12626920,13999644,13879159,15250944,14428936,13112650,14190018,14721728,13982531,15104667,16983835,16739950,17147139,17773212,18415098
47380,"Waco, TX (Metropolitan Statistical Area)",7944061,8073188,8399913,8711161,8871355,9293737,9484547,9577594,9979744,9710032,9803649,10215046,11317120,11729768,11187838,11783030,12297931,12745968
47460,"Walla Walla, WA (Metropolitan Statistical Area)",2417382,2263369,2359352,2283271,2355677,2680760,2576560,2645402,2719250,2676299,2799756,2778171,2701211,2709592,2807891,2908170,2995360,3068776
47580,"Warner Robins, GA (Metropolitan Statistical Area)",5276845,5492709,5677193,5850281,6041484,6375111,6477128,6447861,6408275,6501259,6608895,6545944,6459308,6496469,6529314,6630548,6797329,6979808
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",329991257,342148899,355038927,377881730,397010836,398330377,403049581,411103715,412212099,429589652,439038605,442624520,440244140,444372424,454378772,464734865,471918848,484792706
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",6448830,6783275,6796411,7703903,7941545,7837022,8129566,7964218,7923269,8365341,8251261,9538598,8615172,9473362,9164715,8492159,8638962,8786794
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",4660995,4654604,4818820,4962969,5360150,5936850,6002215,6254192,6403370,6697552,6827142,6592076,6432932,6300006,6064487,5870512,5929646,5910020
48140,"Wausau-Weston, WI (Metropolitan Statistical Area)",6709592,6870181,7168402,7499972,7742426,7887839,7894360,7802582,7500455,7637869,8028634,8137603,8242567,8591322,8641093,8723718,8906420,9107116
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5324215,5580132,5399462,5144635,5088483,4942591,5153129,5599966,5117499,5134274,4994343,4976496,5384677,5490036,5038252,5188236,5618342,6036969
48300,"Wenatchee, WA (Metropolitan Statistical Area)",3972982,4405194,4389644,4379189,4213345,4635519,4689255,4648506,4593048,4799680,5298887,5325733,5205233,5194366,5515646,5683174,5937499,5978089
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",6000146,6058210,6113098,6150262,6267050,6313918,6402655,6536333,6376027,6443008,6497509,6434019,7046028,8190382,9517396,10440107,11959848,11897160
48620,"Wichita, KS (Metropolitan Statistical Area)",25970694,25617597,25109768,25006322,25347660,27951697,30054183,29769056,26451160,27680811,28291530,28191554,26586255,28150426,29489153,31238678,31780917,32832296
48660,"Wichita Falls, TX (Metropolitan Statistical Area)",5304788,5395526,5294521,5262954,5281493,5663990,5785517,5892058,5883433,5770448,5716927,5986413,5981863,5943860,5865988,5891515,5923886,6078296
48700,"Williamsport, PA (Metropolitan Statistical Area)",4061787,3989350,4115868,4255339,4342551,4405391,4420258,4439665,4428624,4717326,5270389,5770152,6085060,6661933,6629559,6519510,6569871,6530249
48900,"Wilmington, NC (Metropolitan Statistical Area)",8755492,8969453,9267929,9600528,10415833,11006257,11608279,11619299,11013706,11089957,11080296,10366845,11211467,11980286,12305979,12788152,12991240,13438658
49020,"Winchester, VA-WV (Metropolitan Statistical Area) *",4580379,4660333,4786118,4941390,5299139,5542495,5416301,5232998,5399545,5652676,5614680,5494173,5416563,5414569,5620407,5660710,5809606,5970463
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",28590246,27590457,27561041,28538506,29196911,30560034,29355710,30259220,29400512,29430173,27834857,28080724,27891378,28425337,28826991,29021462,29500651,29528114
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",34288651,35400486,36753568,37201122,37421700,39126030,39480599,39698703,38304479,39893027,41290280,41583289,41692988,42065004,43037783,43504972,44399035,45393131
49420,"Yakima, WA (Metropolitan Statistical Area)",6824335,7168611,7469719,7773728,7995394,8133989,8654614,8481021,8332901,8665802,8673532,8717710,8574416,9001942,8923543,9340102,9618897,9883248
49620,"York-Hanover, PA (Metropolitan Statistical Area)",14801088,15042576,15667188,16716578,17852617,17693574,18375566,18885962,17713358,18037377,18090081,17689284,17867982,17660325,17734523,17953835,18301760,18675558
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",20240948,20982414,21143807,21601265,21885665,22025859,21480101,21085871,19011466,19634198,20403140,19955209,19987459,20243686,20254944,19866574,19799479,20089962
49700,"Yuba City, CA (Metropolitan Statistical Area)",4656892,5339083,5493788,5488690,5424945,5932997,6009739,6270768,6490819,6191460,6034722,5795280,6037249,6087737,6042870,6125445,6313586,6506948
49740,"Yuma, AZ (Metropolitan Statistical Area)",4807277,5566126,5425953,5949944,6374305,6823217,7193042,6644046,6340003,6626379,6485708,6028238,6438174,6100802,6776399,7370372,7783381,7874389
,"Bozeman, MT",,,,,,,,,,,,,,,,,,92802
,"Eagle, CO",,,,,,,,,,,,,,,,,,52674
,"Martha's Vineyard, MA",,,,,,,,,,,,,,,,,,16127
,"Jackson, WY",,,,,,,,,,,,,,,,,,37417
,"Aspen, CO",,,,,,,,,,,,,,,,,,29350
,"Key West, FL",,,,,,,,,,,,,,,,,,64023
,"Belleville, IL",,,,,,,,,,,,,,,,,,126990
,"Steamboat Springs, CO",,,,,,,,,,,,,,,,,,22571
,"Eureka, CA",,,,,,,,,,,,,,,,,,58551
,"Kalispell, MT",,,,,,,,,,,,,,,,,,55120
,"Valparaiso, FL",,,,,,,,,,,,,,,,,,150052
,"Latrobe, PA",,,,,,,,,,,,,,,,,,151682
,"Nantucket, MA",,,,,,,,,,,,,,,,,,15921
36740,Orlando FL (Metropolitan Statistical Area),81848542,85100325,89370151,94755340,102060252,103880112,105327723,102397225,95474522,96239638,96304899,98568541,101336529,104827744,110079086,114560010,119246663,124173982
31080,"Palm Springs, CA (Metropolitan Statistical Area)",640994445,658885830,693002173,723332684,751802739,775894029,780607520,785031027,744970634,761847125,773753329,788081634,805082446,827255500,862381688,879958191,912491020,941064112
42660,"Everett, WA (Metropolitan Statistical Area)",199825189,200792813,204099948,208030901,222106190,230604857,247546985,251439382,243168153,248903638,256694112,269668824,278883107,290949071,304333821,315094519,332835662,355662749
47260,"Norfolk, VA-NC (Metropolitan Statistical Area) *",75313792,76462973,80183007,84365508,88020260,88656736,89162709,88681114,87931190,88030767,87036863,86109638,86595118,85850642,87340416,86844650,87801252,89775562
33100,"Palm Beach, FL (Metropolitan Statistical Area)",227550802,236043970,244581525,257428075,274235265,278783184,276702917,265245319,249778096,257860365,258703992,259070997,265814998,274987510,286151043,295529169,306141923,315031150
31080,"Los Angeles, CA (Metropolitan Statistical Area)",640994445,658885830,693002173,723332684,751802739,775894029,780607520,785031027,744970634,761847125,773753329,788081634,805082446,827255500,862381688,879958191,912491020,941064112
16740,"Charlotte, NC (Metropolitan Statistical Area)",93240759,95375126,99475905,105167044,112682960,119541323,120890684,128729782,118106645,114095994,120570847,127361099,126546666,130434606,136879027,139087135,143835956,146813931



