GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4086823,4160013,4316117,4566209,4640053,4819597,4776678,5008217,5177749,5261321,5151287,5164591,5119881,5171398,5202653,5271488,5367379,5354073
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4333114,4174630,4105858,4325566,4354185,4496479,4534196,4613860,4594678,4653982,4517750,4479314,4637706,4597661,4685843,4637941,4702700,4714200
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3507893,3687858,3970430,3860752,3927562,4168520,4192968,4438908,4278570,4407945,4486973,4823813,4904768,4814336,4806993,4801977,4980504,5132844
24260,"Grand Island, NE (Metropolitan Statistical Area)",2625471,2731629,2871977,2929722,3104531,3287419,3314459,3359656,3418931,3562219,3555552,3656875,3893981,3776562,3782539,3705587,3793270,3835271
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4323145,4475943,4582768,4695052,4955138,5417252,5954619,6461773,5924474,5651982,5683788,5646768,5560834,5723592,5757436,5695220,5970021,6253144
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",42868569,44224515,45331803,46271220,47304757,47057640,46885890,45674659,42871347,44769622,45773167,46911862,47444715,49179798,51259319,52026097,53368797,55253905
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1724448,1822802,1903923,2020674,2107077,2231025,2234996,2115862,2073815,2066219,2056292,2038243,2022911,2103358,2241748,2337115,2454025,2554777
24500,"Great Falls, MT (Metropolitan Statistical Area)",2787746,2864408,2879256,2973745,3104534,3202622,3266733,3249351,3216283,3352906,3383832,3328631,3330453,3435285,3646286,3548307,3644181,3782722
24540,"Greeley, CO (Metropolitan Statistical Area) *",7476738,7341278,7563674,8117388,8713140,9146339,9467772,10027526,10236106,10481889,10901589,11925849,13208351,15640435,17290520,17607226,18767550,20531235
24580,"Green Bay, WI (Metropolitan Statistical Area)",13963139,14225656,14710215,15172590,15502459,15774236,15893635,15822068,15288836,16020371,16242104,16587219,16354483,17267329,17748246,18226952,18271480,18584854
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",34782186,35565857,35536682,35113215,35924946,37527292,37747419,38584472,37503283,37989729,38499399,36471277,37305462,37041131,37580901,37149807,37721468,38301038
24780,"Greenville, NC (Metropolitan Statistical Area)",5538286,5549119,5543388,5679176,6058305,6569259,6880965,7024634,7065211,7185539,7313951,7081434,7281829,7268118,7526442,7534598,7719111,7778281
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",31299572,32429600,33172436,31499644,31641798,31812007,32902172,32999595,31070104,31919727,33315727,33653996,35243773,36342706,37710093,38697029,39816849,41116111
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",14466067,14475523,15581242,15502725,15872425,16459161,22285733,20282806,18568385,18215065,17210033,17231042,15993193,16859521,16350753,16606852,16951069,17258609
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",7572458,7815780,7987634,8431214,8807554,9399609,9379005,9295736,9036877,9202862,9430416,9498748,9564684,9665394,9699415,9956633,10140729,10397915
25220,"Hammond, LA (Metropolitan Statistical Area)",2451904,2554293,2774988,3028439,3369021,3909961,3763441,3852759,3622466,3813167,4125795,3789584,3636679,3748053,3687749,3708532,3863443,3894065
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",4365997,4644375,5118733,5387565,5658553,5482959,6195409,5638975,5174203,5233245,5864962,5351339,5233836,5848950,5487526,5377698,5481134,5648724
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",27325738,27915097,28761922,29809876,30250485,30955101,31663879,31673586,30919231,31248130,31836203,32148121,32676104,33576314,34583787,34685541,35022725,35907508
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",5189570,4803453,5068473,5391836,5946278,6321844,6757377,6279397,6056170,5974229,5873658,5844751,5951643,5923629,5920168,5871118,6058956,6145145
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",75047687,72190900,73974440,79963345,81531629,85205338,89993041,89175435,87992669,87801792,87196329,87293146,85788336,85687372,89268220,89175712,89872056,89529174
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",4412496,4537494,4729480,4959736,5163854,5459047,5211217,5512681,5444061,5545815,5474919,5565749,5681125,5720564,5763812,5729887,5818906,5937472
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",13387383,13479124,13174278,13704389,13736072,14227966,13791908,13354593,12688546,13280354,13307657,12768995,12877015,12889802,13181568,13354621,13716423,14032872
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",6003256,6019837,6373550,6830651,7229348,7069241,7177675,7006557,6642675,6536780,6512299,6544029,6769907,6906259,7135348,7256294,7299580,7473309
25980,"Hinesville, GA (Metropolitan Statistical Area)",2407030,2470209,2678337,2810138,2983358,3044967,3182618,3451743,3485735,3671014,3830703,3713028,3617268,3424224,3381001,3314534,3323217,3333441
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3392617,3496513,3600710,3803322,3965364,4461673,4508246,4297443,3893142,3630748,3521416,3517306,3504984,3449622,3374867,3395172,3414707,3511018
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2501167,2586995,2652288,2722299,2815444,2837594,2818474,2773077,2658746,2781577,2975381,2882191,2879229,2890928,2937538,2942846,3003768,3051825
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",10309517,9943797,9475798,9341561,9587361,11241126,11425776,11268604,11388785,11053254,10604574,10778088,11128340,11492224,10576812,9467483,9201863,9514520
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",297396168,294636092,295375906,320861233,326130611,348881620,376388827,369381048,365989659,381346585,390737065,404431385,419466692,420449655,442705932,429133987,432329249,445335360
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",12302102,12646795,12861983,13305859,13404353,13661663,13567164,14162839,14073295,13923243,13802345,14500659,15509241,14755505,14667309,14314762,14475058,15057783
26620,"Huntsville, AL (Metropolitan Statistical Area)",15118815,15812177,16639184,17992613,18913349,19713859,20288539,20974483,21038269,22067533,22467155,22482793,22549268,22625022,23040190,23540119,24113355,24995035
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",4166800,4437455,4434934,4620017,4792358,5243856,5322193,5390953,5361312,5366394,5325724,5322783,5412514,5411888,5725749,5906039,6200669,6432097
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",95539703,96640464,99602341,104989839,105836916,107539834,111595020,114223241,110425107,113733987,113353413,111780746,114939318,119081155,117079734,119824872,122143721,124667768
26980,"Iowa City, IA (Metropolitan Statistical Area)",6428759,6682925,6802126,7071470,7139432,7377506,7447033,7777213,7784888,8028180,8292865,8369661,8795170,9075011,9050270,8991073,9364567,9533554
27060,"Ithaca, NY (Metropolitan Statistical Area)",4390513,4506315,4711274,4865691,4878702,4980512,4965748,5215710,5280438,5434918,5360504,5380922,5369272,5316149,5326929,5325458,5355968,5412942
27100,"Jackson, MI (Metropolitan Statistical Area)",4896341,5056333,5037013,5125281,5217187,5219153,5205462,4981904,4630042,4887513,5084342,5130152,5282117,5172244,5252177,5490037,5525960,5662101
27140,"Jackson, MS (Metropolitan Statistical Area)",21079831,21547746,22135212,22841020,23227187,23571490,22894258,24030860,23124230,23547730,23670522,23784645,24433367,24936763,25121803,25213228,25053951,25445532
27180,"Jackson, TN (Metropolitan Statistical Area)",6359312,6366095,6540281,6729449,6834302,7070965,6894345,7023700,6975356,7225810,7630899,7059221,7115110,7139959,7152943,7250790,7384394,7571807
27260,"Jacksonville, FL (Metropolitan Statistical Area)",53360296,54763287,57498818,59868073,62517770,65385626,65788750,63435560,59969778,60122228,59403115,60218436,61643176,63327738,66187578,68395964,71661716,73723680
27340,"Jacksonville, NC (Metropolitan Statistical Area)",5287773,5152959,5373403,5810547,6180950,6401531,6842736,7505146,8044826,8436348,8391000,8236461,8108176,7949303,7823390,8207955,8005278,8155742
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",5326704,5807795,5858930,5933580,5947391,6315092,6235498,6016556,5641853,5817471,5907624,6043864,6404287,6305645,6424849,6574748,6634276,7013004
27620,"Jefferson City, MO (Metropolitan Statistical Area)",5850996,5821955,5944373,6115786,6156602,6406089,6397744,6556087,6470873,6595308,6549096,6491374,6547414,6582657,6650625,6512527,6468973,6682865
27740,"Johnson City, TN (Metropolitan Statistical Area)",5168988,5318408,5587279,6023770,6114488,6332975,6401444,6576114,6397825,6217556,6385679,6513351,6457972,6365261,6615298,6647017,6805407,6981674
27780,"Johnstown, PA (Metropolitan Statistical Area)",4495381,4425361,4459120,4471443,4539531,4618354,4691358,4768346,4687370,4764548,4770210,4686698,4650529,4612072,4562547,4476405,4455663,4550684
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3362445,3503547,3793377,3970976,4095364,4112176,3953394,4051821,4085627,4337626,4429983,4350023,4502402,4300556,4351721,4389686,4463753,4587993
27900,"Joplin, MO (Metropolitan Statistical Area)",5974445,5990486,6112972,6336956,6390308,6562210,6523669,6685440,6427568,6563466,6422465,6368474,6395117,6444632,7044642,6975657,7030145,7015093
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",5307246,5606971,6064044,6707673,7456811,8152248,8330418,7865574,7234625,7504598,7854040,8111540,8101385,8255812,8676225,8985754,9073660,9345639
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",10778300,11458326,11422910,11407043,11327984,11210058,11381088,10970579,10671844,10798629,10730816,10759305,10995659,11102042,11482438,11868155,12087272,12530386
28100,"Kankakee, IL (Metropolitan Statistical Area)",3545397,3632171,3660829,3760826,3754673,4003776,4036770,4063812,4086135,4145461,4136917,4344516,4287360,4225967,4261711,4383459,4366489,4370611
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",92103394,94209025,95591146,97181149,100016419,101726045,104543373,107376011,104090591,104035356,104196076,107631274,109368962,112256998,115123305,115841254,117992341,120352988
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",8980891,9630713,9627473,9749536,10472063,11012415,11102205,11022746,11638601,12751790,12535647,12144264,11991366,12200215,12922542,13349693,13583256,13934458
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",11127879,11515761,12014058,12473381,13384394,14549599,15325009,16182519,16391431,16242831,16539972,16389443,16037552,16058431,16677194,16254832,16523551,16837964
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",10464259,10432714,10540261,11272585,11007876,11791515,11886019,11812799,11598031,11695114,11919876,11985208,11902282,11475228,11720057,11693888,11775436,12037030
28740,"Kingston, NY (Metropolitan Statistical Area)",4979709,5074052,5250881,5417205,5498321,5924022,5882881,5990812,5982129,6096100,6040497,6087168,6088408,6080000,6033576,6065862,6184371,6237082
28940,"Knoxville, TN (Metropolitan Statistical Area)",27974010,29455101,30738920,32564816,33553599,34440512,34286329,34902579,33323413,33420711,34425111,34757442,34864403,35422108,36157169,37102418,37689515,38756940
29020,"Kokomo, IN (Metropolitan Statistical Area)",3306437,3776594,4552681,4261600,4095136,4279757,4603995,4015790,2575760,4078017,3942087,4425009,4945035,5029042,5006828,5023786,5268619,5253267
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",5193068,5257947,5444861,5617504,5762615,5785306,5849159,5954887,5953900,6158086,6259942,6324379,6469682,6759306,6849859,6659206,6817787,6993246
29180,"Lafayette, LA (Metropolitan Statistical Area)",19982569,18885939,18565298,18920572,19381031,22188127,21963670,22506760,22332839,22495876,22672486,23516421,23299237,23730357,22685347,20979412,20970840,21388685
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",7084262,7252561,7450999,7745181,7945431,8332144,8543637,8575876,7861246,8451301,8707299,8443959,8701571,8865097,8853870,9110813,9241476,9727016
29340,"Lake Charles, LA (Metropolitan Statistical Area)",14792755,15915417,19416663,20930585,25041561,21120903,18012166,15585739,13601812,12870281,14215416,13514066,12339835,13426741,14004195,14954117,15880707,16334545
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3777791,4135021,4264150,4583531,4867505,5222536,5299272,5082442,4665117,4620074,4554414,4503558,4581620,4687175,4700479,4841032,4900560,5068013
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",17141902,17735093,18318248,19141103,20266235,21670678,21971365,21325791,19954856,19958101,19816919,19901708,20095882,19510279,20462688,20928287,21816610,22483500
29540,"Lancaster, PA (Metropolitan Statistical Area)",21399135,21711276,22152950,22748613,23259385,23526432,23488750,23292364,22461822,23225493,22977708,22853912,23229285,23924172,24930839,25009837,25768354,26442386
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",21199388,21763864,22008220,21930021,22405036,22504024,22548618,21027953,19782798,20916226,20643454,20315806,20126647,20536869,21159965,21672907,21810294,22247293
29700,"Laredo, TX (Metropolitan Statistical Area)",7857177,8154887,8063525,7810293,8088760,8264574,8145585,7772524,7820920,7932647,8756648,9329405,9863838,11319728,12451869,12360473,12794056,12408193
29740,"Las Cruces, NM (Metropolitan Statistical Area)",4948974,5159002,5588171,6007388,6487250,6518132,6571017,6533397,6868430,7017937,6767862,6488474,6355434,6400475,6597222,6788949,6712348,6757266
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",72950505,75901104,80032555,90277850,99284579,103460935,103111400,99000386,89834267,89183882,90449129,89213576,90568170,92438237,96610558,99198167,101392420,107622947
29940,"Lawrence, KS (Metropolitan Statistical Area)",3689062,3797360,3744609,3791357,3791015,3770718,3810312,3984600,3931797,3894698,3948530,3939242,4042779,4137182,4205852,4338539,4404306,4458646
30020,"Lawton, OK (Metropolitan Statistical Area)",3710884,3872251,4166696,4360592,4281404,4473900,4523355,4681832,4850283,5064137,4973252,4775324,4757849,4690965,4737642,4562075,4512201,4605279
30140,"Lebanon, PA (Metropolitan Statistical Area)",3807387,3907659,4153476,4357763,4343250,4545913,4699160,4656379,4682469,4882116,4989392,5055836,5087628,5282031,5337260,5381158,5473599,5659207
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2057410,2078117,2101974,2131573,2169238,2252145,2283406,2324027,2268961,2319237,2275968,2290915,2311715,2326321,2393286,2458843,2515313,2572585
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3482794,3758451,3876658,3950781,3901428,4009255,4106296,4175408,4035511,3966367,3956820,4044707,4001868,4013687,4076246,4124051,4147966,4266879
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",19264662,20349283,20532560,21224132,22037911,22735958,23043916,22779687,21206429,22126118,22336547,22745802,23767455,24452448,25252450,25758454,25865000,26125987
30620,"Lima, OH (Metropolitan Statistical Area)",5643442,5930496,5956838,6144741,6196652,6282965,6075998,5942288,6865089,7160776,7419978,7178597,6992588,7581703,7017857,7137897,7249480,7558930
30700,"Lincoln, NE (Metropolitan Statistical Area)",13143974,13267011,13812089,13954172,14455369,14763021,15031777,14527843,14191151,14660135,14929445,15228181,15474740,15725554,16161213,16359050,17029139,17243457
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",26455907,27217030,28393616,29366996,30892587,31550623,32518674,32236481,31325495,31495053,32133276,32253276,32921898,33059847,33730759,34218908,33865487,34579355
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2892093,2900905,3087608,3245702,3263193,3510573,3725795,3934178,4025640,4303415,4415187,4228988,4264655,4388809,4504132,4699148,4983857,5118853
30980,"Longview, TX (Metropolitan Statistical Area)",12087212,12584064,12545652,12888554,13580718,15115543,16224725,16223882,16141965,16237294,16072644,16120730,16216039,16376571,15949965,15291443,15519519,16073025
31020,"Longview, WA (Metropolitan Statistical Area)",3303291,3221487,3352234,3400675,3571971,3801436,4049897,3915052,3792174,4095320,3994755,4141403,4216170,4216575,4251502,4234614,4351020,4511489
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",640994445,658885830,693002173,723332684,751802739,775894029,780607520,785031027,744970634,761847125,773753329,788081634,805082446,827255500,862381688,879958191,912491020,941064112
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",51146864,51294113,52516183,54287789,55944549,57534717,57572471,56666079,53521657,55875185,56713997,58653191,59280755,59781022,60616373,61827049,62960211,64061796
31180,"Lubbock, TX (Metropolitan Statistical Area)",9155319,9357101,9463796,9784446,10184645,10698860,10863680,10753152,10796179,11366277,11159807,11537021,12057269,11962172,12231947,12471426,12693422,13091760
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",8001326,8013859,8442340,8690529,8999543,9591451,9604986,9469137,9427289,9678667,9531024,9269611,9234225,9165916,9219634,9170844,9248387,9480986
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",10208644,10079932,9824579,10091404,9906962,9949876,9743445,9917134,9680351,9731657,9882511,9886208,10006775,10053868,10078320,10047644,10088993,10423624
31460,"Madera, CA (Metropolitan Statistical Area)",3243485,3681996,3798938,4408988,4747781,5129794,5125657,4984791,4366634,5021701,5032240,5236840,5565418,6107927,5982371,6418227,6658105,7099931
31540,"Madison, WI (Metropolitan Statistical Area)",30023636,30985115,31921628,33277797,34652603,34717912,35479516,35041727,34748155,36007275,37312845,38605774,39560632,41890970,43552448,45022825,45492200,46529232
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",17557733,18272030,19762413,20535949,21042123,21234548,21544727,21467449,21236629,21500647,22019189,22232451,22573394,22898046,23854124,24416112,24782415,25514840
31740,"Manhattan, KS (Metropolitan Statistical Area)",4721641,4742923,4935742,5132632,5301012,5736359,6190495,6533637,6483591,6825812,7083544,6970735,6728616,6510458,6616283,6426506,6308970,6264831
31860,"Mankato, MN (Metropolitan Statistical Area)",3660377,3856461,3878554,4117077,4296542,4642136,4534052,4588689,4437510,4601824,4688715,4844762,5064348,5255898,5263366,5250150,5537542,5476129
31900,"Mansfield, OH (Metropolitan Statistical Area)",4446715,4641136,4681013,4887439,4924022,4913648,4669649,4550273,3935539,4099234,4247244,4257962,4276929,4380028,4287575,4275260,4324887,4395247
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",14171612,15050750,15422031,15589641,16013316,16885472,17775609,17437609,17384488,17299088,17535416,17668956,18721109,19480087,19570711,20007112,20381184,21017756
32780,"Medford, OR (Metropolitan Statistical Area)",6004936,6280748,6423411,6715468,6862595,7242200,7526352,7415637,7105678,6853863,6812123,6660465,6855721,7025320,7384730,7700451,7957275,8219635
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",62325239,63295781,64271704,65442895,66306808,66312121,64866297,64288846,61875770,62073791,62792454,64242895,64363448,63829372,64967085,65739218,66457886,67981434
32900,"Merced, CA (Metropolitan Statistical Area)",5912179,6324466,6914648,7595529,7950618,8181274,9030257,8010339,7652533,7674491,7972289,7673815,8348701,8803254,8595504,8742254,9504388,9435667
33100,"Miami-Fort Lauderdale-Pompano Beach Palm Beach, FL (Metropolitan Statistical Area)",227550802,236043970,244581525,257428075,274235265,278783184,276702917,265245319,249778096,257860365,258703992,259070997,265814998,274987510,286151043,295529169,306141923,315031150
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3855481,3852784,3868131,4016167,3947488,3997349,4089393,4067122,3723753,3893457,3875540,3876008,3905332,4018900,3828465,3809847,3848432,3940402
33220,"Midland, MI (Metropolitan Statistical Area)",4562282,4714200,4487277,4707279,4204935,4268804,4337532,4206834,3949541,4085975,4135293,4226476,4125145,4713709,4889900,4682356,4882666,4917510
33260,"Midland, TX (Metropolitan Statistical Area)",6606200,6792603,6512174,6865942,7302013,8544582,9456551,10492862,11340799,12279813,14330741,18091521,18817829,20699738,23040106,23619072,28703870,35002235
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",78253636,78831229,81261260,82925703,85511327,86577325,87001246,85849422,82950611,84669359,86197311,86516309,86880190,87210555,88418297,89207672,90473698,92558816
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",175751740,178491909,187862821,195611956,201529145,198332032,199800895,200019727,192310093,197700163,202178526,205223887,209637747,218244103,222125886,226438178,231078542,237140794
33540,"Missoula, MT (Metropolitan Statistical Area)",3600820,3754997,3876405,3991073,4066833,4142636,4286496,4420809,4385133,4302191,4362153,4317993,4328303,4366617,4529703,4616447,4844547,5004429
33660,"Mobile, AL (Metropolitan Statistical Area)",15396513,15513915,15727618,16262785,16837774,17781054,17883447,18174307,18078624,18403592,18792487,18644444,18613900,18490696,18274524,18680535,18417975,18683075
33700,"Modesto, CA (Metropolitan Statistical Area)",15649404,16352752,17059459,18240647,18800861,19796400,19383730,18826250,18347204,18274699,18310067,18174763,18685147,20335985,21248796,21075833,21993425,23160773
33740,"Monroe, LA (Metropolitan Statistical Area)",6554299,6914086,6905069,6957931,7087786,7278109,6696271,6648034,7234147,7371500,7332237,7426816,7471759,7728820,8160753,8431126,8411633,8514155
33780,"Monroe, MI (Metropolitan Statistical Area)",5286383,5558051,5688872,5563599,5582429,5769537,5766034,5441289,5042536,5295498,5327496,5186490,5474331,5394770,5410633,5510337,5598240,5644944
33860,"Montgomery, AL (Metropolitan Statistical Area)",13512293,13831443,14187129,14840492,15360740,15766123,15623292,15545304,15008352,15437132,15665502,15721946,15660397,15480938,15845327,16053059,15949874,16226932
34060,"Morgantown, WV (Metropolitan Statistical Area)",4616198,4736355,4794891,5047690,5316256,5374172,5398369,5606426,5921992,6337272,6318695,6275672,6634341,6589679,6747245,6758615,6814633,6869987
34100,"Morristown, TN (Metropolitan Statistical Area)",3680577,3696966,3719226,3873458,3899461,4133610,4154601,4012241,3711217,4012065,4038329,4130475,4158009,4238607,4336573,4445501,4544914,4694391
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",5164102,6122423,5889074,5472477,6881798,6184903,6201615,6241986,6406722,6320188,5526313,5449799,5713658,5747844,6335658,6596820,7122050,7469437
34620,"Muncie, IN (Metropolitan Statistical Area)",3913738,3902199,4003732,3903392,3844701,3901938,3733663,3633323,3327328,3474690,3500579,3567748,3622747,3688306,3762814,3754936,3827953,3872532
34740,"Muskegon, MI (Metropolitan Statistical Area)",5299896,5409413,5391817,5420902,5473389,5515530,5465292,5331565,5083490,5251946,5327622,5489849,5649887,5802124,5915840,5897718,5922919,6004546
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",10973141,11212847,11729558,12503282,13480701,13262646,13441542,12897892,12156917,12247642,12428483,12359875,12760416,13280489,13522606,13901576,14573758,14851812
34900,"Napa, CA (Metropolitan Statistical Area)",7235711,7597311,7656445,7554793,7970287,8233691,8418260,8278835,7998259,7826910,7782574,8125419,8365757,8889520,9214016,9336207,9506546,9999759
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",11896500,12465826,13062360,13615281,15061999,15267499,14942314,13471007,12267939,12562749,12470522,12427586,12705897,13504211,14272513,14926141,15140542,15760299
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",67276859,69837833,73233586,77307214,79841947,82855811,82921691,86287317,84271217,86119433,89471466,94599850,96529797,101082200,106981712,110394118,113138597,117839496
35100,"New Bern, NC (Metropolitan Statistical Area)",4238552,4174314,4305456,4534958,4783722,4900095,4912031,4904006,4851864,4979283,4999535,4967780,4958194,4887595,4842706,4796795,4732591,4807337
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",41767937,42902149,42876616,45814006,46343898,47808961,48087092,48768849,46728828,47192971,46621480,45646650,46067583,45765321,46417757,47057608,47266161,48060270
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",73276329,75005882,78666307,81167997,83451464,78716452,81895087,86397589,85410657,91856971,71607278,71621135,69298032,72063532,73431770,72141272,72614343,74217802
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1208904058,1202389266,1206202342,1232616820,1271205292,1296044534,1300340302,1271700194,1303313927,1346931810,1345024001,1401795910,1402950092,1432601929,1458928746,1480026829,1508145135,1532202227
35660,"Niles, MI (Metropolitan Statistical Area)",6197441,6337146,6443191,6611345,6454990,6709433,6990645,6491827,5699468,6309528,6356546,6350415,6402786,6438339,6438915,6586651,6828838,6877563
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",21306552,23007004,24149030,26380292,28960209,30125742,28986562,26473556,24602402,24048098,24086729,23826799,24470354,25685901,27465992,28326120,29166615,30413978
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",14631125,15268942,16128181,17818752,18524166,19849082,20848465,19428483,17316936,17236944,17185182,16750055,17162876,16243373,16467459,16657031,16914681,17084801
36100,"Ocala, FL (Metropolitan Statistical Area)",6489334,6750028,7186302,7590536,8260628,9260069,9369172,9087426,8179085,8051095,7880988,7785184,7870434,7974703,8259823,8846178,8922757,9237866
36140,"Ocean City, NJ (Metropolitan Statistical Area)",4393441,4594944,4825061,5020630,5174339,5239723,5168980,4994763,4815534,4876428,4850182,4839395,4816347,4843688,4803794,4800458,4757727,4852632
36220,"Odessa, TX (Metropolitan Statistical Area)",5614441,6036555,5776570,6007270,6167823,7230637,7980961,8644448,8875161,9303648,10776705,12658957,13123013,13515679,12169756,10773276,11722833,12844718
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",16471774,16936482,17388345,17825171,18798590,20582042,21198767,20848375,20935420,21256431,21365793,20983014,21953397,22364690,22956366,23973075,25098089,25916920
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",44914625,45873936,47655703,49756992,52139235,55585319,55968291,59778060,60878178,60373981,62767914,66814963,69422004,72667813,77856498,76633959,77302505,79667931
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",8451220,8583245,8756469,8865269,9236457,9717630,10257093,10588775,10292070,10330905,10161086,10266499,10511711,10867469,10799020,11279626,11737238,12398258
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",38377052,39555748,41244954,43132699,44452042,45354403,46435373,46355953,46607939,48022260,49868339,50295650,50705976,52593479,54340287,54115141,55649803,56187854
36740,"Orlando Sanford, FL (Metropolitan Statistical Area)",81848542,85100325,89370151,94755340,102060252,103880112,105327723,102397225,95474522,96239638,96304899,98568541,101336529,104827744,110079086,114560010,119246663,124173982
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",7782682,8469605,8522393,8659418,8797235,8853682,8802522,8689682,8561585,8772064,8991837,9182403,9092577,9046192,8922124,9094803,9131319,9274302
36980,"Owensboro, KY (Metropolitan Statistical Area)",4209505,4465454,4672623,4683570,4652784,4841341,4714624,4965912,4833624,5037880,5081271,5089771,5338662,5250399,5204794,5168950,5150432,5222498
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",36062695,37125532,39332404,42911021,44545459,49001774,51309542,47435707,47246083,47693529,45792602,45787564,47973240,48844368,50480790,51798309,52776068,53439240
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",14954234,15431046,16351524,17847471,19145149,20460884,21673048,21812634,20542303,20512115,19815021,19247542,19527088,19973535,20787350,21514903,22465459,23437467
37460,"Panama City, FL (Metropolitan Statistical Area)",5685402,6028245,6294904,6828946,7325880,7665626,7614116,7548607,7304451,7175205,7037997,6952683,6994931,7149035,7264429,7348864,7463278,7606775
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3494131,3520476,3503516,3501385,3476600,3632996,3478622,3551096,3676310,3634579,3644236,3589423,3440102,3447891,3444243,3435120,3356685,3408239
